"","words","term.freq","doc.freq"
"11482","confusion.the",1,1
"11483","annals",1,1
"11484","atcheived.it",1,1
"11485","kingdoms",3,3
"11486","emigration–if",1,1
"11487","stationary",1,1
"11488","one-half.of",1,1
"11489","cromarty",2,2
"11490","aberdeen",4,4
"11491","islay",1,1
"11492","leven",2,2
"11493","campbeltown",1,1
"11494","stanraer",1,1
"11495","irvine.of",1,1
"11496","greenock.mr",1,1
"11497","landlords",1,1
"11498","commuted",1,1
"11499","irregular",1,1
"11500","thanthe",1,1
"11501","emplyment",2,2
"11502","serarch",1,1
"11503","ass",1,1
"11504","colony.emigration.–the",1,1
"11505","hackney",2,2
"11506","widows",3,3
"11507","divers",2,2
"11508","employer",2,2
"11509","emigration.–the",5,5
"11510","landthe",1,1
"11511","office:–downing",1,1
"11512","inability",1,1
"11513","defray",5,5
"11514","repaying",1,1
"11515","earn",1,1
"11516","repayig",1,1
"11517","induglence",1,1
"11518","dispensed:–no",1,1
"11519","them.no",0,0
"11520","assistance.every",1,1
"11521","certify",1,1
"11522","agreement",1,1
"11523","ship-owner",1,1
"11524","tain",1,1
"11525","deduction",2,2
"11526","ter",1,1
"11527","sealed",2,2
"11528","encolosing",1,1
"11529","promissory",3,2
"11530","understoof",2,2
"11531","repayments",1,1
"11532","proportions",5,4
"11533","intervals",1,1
"11534","unsuitable",1,1
"11535","enforced",2,2
"11536","purpose.government",1,1
"11537","limerick",1,1
"11538","gratuitous",2,2
"11539","applying",3,3
"11540","subject.all",1,1
"11541","priority",1,1
"11542","distinction.w",1,1
"11543","numa",1,1
"11544","sanctioning",0,0
"11545","stanley's",1,1
"11546","exeter-hall",1,1
"11547","bill.–mr",1,1
"11548","association.a",1,1
"11549","explaining",1,1
"11550","chair.upon",1,1
"11551","this–whether",1,1
"11552","colonication",1,1
"11553","necessry",1,1
"11554","colonize",1,1
"11555","transplant",1,1
"11556","grades",1,1
"11557","coloniz",1,1
"11558","settled.mr",1,1
"11559","grote",2,2
"11560","m.p",18,6
"11561","resolution–that",1,1
"11562","promoted",1,1
"11563","systematically",1,1
"11564","indefinitely",1,1
"11565","superabundant",1,1
"11566","innovation",1,1
"11567","country.mr",1,1
"11568","seocnding",1,1
"11569","condemning",1,1
"11570","thus–colonization",1,1
"11571","miracle",1,1
"11572","compotation",1,1
"11573","potato-gardens",1,1
"11574","unemployed",5,4
"11575","capitalists",2,2
"11576","transplantation",1,1
"11577","culture",2,2
"11578","equivalent",2,2
"11579","joins",1,1
"11580","wider",1,1
"11581","comercial",1,1
"11582","connection",7,4
"11583","newly-formed",1,1
"11584","virtually",1,1
"11585","country.colonel",1,1
"11586","combinedin",1,1
"11587","job–all",1,1
"11588","inch",2,2
"11589","landowner",1,1
"11590","miserably",1,1
"11591","hire.mr",1,1
"11592","guest",4,2
"11593","resolution.mr",2,1
"11594","hutt",2,2
"11595","effect:–that",1,1
"11596","system.captain",1,1
"11597","gowan",1,1
"11598","soothing",1,1
"11599","altogeher",1,1
"11600","preferring",1,1
"11601","chills",1,1
"11602","england.mr",1,1
"11603","scrope",1,1
"11604","adult",2,2
"11605","reciprocal",1,1
"11606","onwards",1,1
"11607","accelerated",1,1
"11608","velocity",3,3
"11609","obstacle",1,1
"11610","unwillingness",1,1
"11611","inhabitants.mr",1,1
"11612","wilks",1,1
"11613","handson",1,1
"11614","portions",0,0
"11615","sport",2,2
"11616","founding",2,2
"11617","cultivation.mr",1,1
"11618","owen",1,1
"11619","abounded",1,1
"11620","valuable.mr",1,1
"11621","embodying",1,1
"11622","elaborate",1,1
"11623","moving–that",1,1
"11624","satisfactory.mr",1,1
"11625","resolution.sir",1,1
"11626","molesworth",1,1
"11627","childers",1,1
"11628","association.the",1,1
"11629","commons.–july",1,1
"11630","last.)a",1,1
"11631","lordships",1,1
"11632","postage",1,1
"11633","orkney",1,1
"11634","bill.affairs",1,1
"11635","oudeon",1,1
"11636","universities",5,1
"11637","moved–mr",1,1
"11638","herriks",1,1
"11639","directors",14,6
"11640","peremptory",1,1
"11641","despatch",3,3
"11642","compel",3,2
"11643","oude",4,1
"11644","relations",2,2
"11645","mischievous",1,1
"11646","jon",1,1
"11647","appliedfor",1,1
"11648","mandamus",3,1
"11649","application.mr",1,1
"11650","collision",3,2
"11651","re-stated",1,1
"11652","verbally",1,1
"11653","attention.sir",1,1
"11654","doctrine",1,1
"11655","inconvenient",1,1
"11656","nonpayment",1,1
"11657","treaty.mr",1,1
"11658","paid.the",1,1
"11659","dropped.admission",1,1
"11660","dissenters",5,1
"11661","universities.on",1,1
"11662","timemr",1,1
"11663","gladstone",1,1
"11664","inoperative",2,1
"11665","objected",5,3
"11666","promoters",3,2
"11667","corporate",1,1
"11668","fulfilled",1,1
"11669","fulfilthe",1,1
"11670","intellects",1,1
"11671","literature.mr",1,1
"11672","statutes",1,1
"11673","tests",1,1
"11674","lollards",1,1
"11675","wickliff",1,1
"11676","thegeneral",1,1
"11677","science.mr",1,1
"11678","hughes",1,1
"11679","accede",1,1
"11680","goulburn",1,1
"11681","indisputable",1,1
"11682","tuition",1,1
"11683","deprecated",1,1
"11684","religon",1,1
"11685","country.lord",1,1
"11686","palmerstone",1,1
"11687","inglis",1,1
"11688","noises",1,1
"11689","laughing",1,1
"11690","smoking",1,1
"11691","stretched",1,1
"11692","discreditable",1,1
"11693","order.the",1,1
"11694","committees.the",1,1
"11695","weights",2,2
"11696","turnpike",2,2
"11697","passed.the",2,2
"11698","stamps",1,1
"11699","time.the",2,2
"11700","morning.tuesday",1,1
"11701","cam",1,1
"11702","hobhouse",1,1
"11703","barnes",1,1
"11704","duncannon",1,1
"11705","sudbury",1,1
"11706","deceased.on",1,1
"11707","sunderland",1,1
"11708","railway",4,3
"11709","passed.southern",1,1
"11710","australiamr",2,1
"11711","a.baring",1,1
"11712","preliminary",2,2
"11713","mortgages",9,2
"11714","mistaken–as",1,1
"11715","been–we",1,1
"11716","substantial",1,1
"11717","becaue",1,1
"11718","eventually",1,1
"11719","tens",1,1
"11720","projectors",1,1
"11721","workings",1,1
"11722","blow",6,5
"11723","thakful",1,1
"11724","colonization–one",1,1
"11725","conscientously",1,1
"11726","pass.mr",1,1
"11727","o'dwyer",1,1
"11728","agreeing",1,1
"11729","ameloriation",1,1
"11730","committees",2,2
"11731","untilled",1,1
"11732","reclaimable",1,1
"11733","flee",1,1
"11734","outrages.mr",1,1
"11735","allusion",1,1
"11736","belonged",3,3
"11737","australiaafter",1,1
"11738","appeared–for",1,1
"11739","next.several",1,1
"11740","morgan",2,2
"11741","miramichi",1,1
"11742","camps",1,1
"11743","napier",2,1
"11744","embryo",1,1
"11745","sane",1,1
"11746","silly",1,1
"11747","ascribe",1,1
"11748","incapacity",1,1
"11749","unfitness",2,2
"11750","contrivers",1,1
"11751","emigration.–according",1,1
"11752","steam-boar",1,1
"11753","katherine's",1,1
"11754","prompts",1,1
"11755","recognised",1,1
"11756","emigration–we",1,1
"11757","neccessary",1,1
"11758","leith–the",1,1
"11759","governesses",4,3
"11760","outfit",1,1
"11761","femalesthe",0,0
"11762","boadicea",1,1
"11763","town.single",1,1
"11764","forrest",2,2
"11765","r.n",4,4
"11766","obtained.a",1,1
"11767","failies",1,1
"11768","hindmarsh",2,2
"11769","graciously",2,2
"11770","australia.–the",2,2
"11771","raisingthe",1,1
"11772","gazetted",1,1
"11773","surveyors",3,3
"11774","reception.–spectator.there",1,1
"11775","convents",4,1
"11776","suppressed",1,1
"11777","monks",1,1
"11778","secularised",1,1
"11779","duchy",1,1
"11780","posen",2,2
"11781","pedro",1,1
"11782","emigration.–it",1,1
"11783","to-day's",2,2
"11784","america–government",1,1
"11785","day-labourers",1,1
"11786","retarded",2,2
"11787","australia.the",1,1
"11788","tonsis",1,1
"11789","april.a",1,1
"11790","of.applications",1,1
"11791","leith.agricultural",1,1
"11792","colony.h",1,1
"11793","colony.–the",1,1
"11794","cygnet",1,1
"11795","colonies.–we",1,1
"11796","surgeon-superintendent",1,1
"11797","forster",1,1
"11798","spacious",2,2
"11799","commodious",1,1
"11800","intrusion",1,1
"11801","laundresses",3,1
"11802","cooks",3,1
"11803","dairymaids",2,1
"11804","housekeepers",2,1
"11805","syndey",1,1
"11806","surroundings",1,1
"11807","housemaids",2,1
"11808","needlewomen",1,1
"11809","sought",1,1
"11810","varying",2,2
"11811","clerk.–as",1,1
"11812","cawing",1,1
"11813","rooks",1,1
"11814","portends",1,1
"11815","cunning",1,1
"11816","referring",1,1
"11817","bill.burn's",1,1
"11818","monument.–we",1,1
"11819","monument",5,3
"11820","unfinished",1,1
"11821","discredit",1,1
"11822","athens",1,1
"11823","generously",2,2
"11824","requird",1,1
"11825","railing",2,2
"11826","decoration",1,1
"11827","undertaking.annuity",1,1
"11828","tax.–we",1,1
"11829","deputations",1,1
"11830","abhorrence",1,1
"11831","politico",1,1
"11832","distraint",1,1
"11833","gillon",1,1
"11834","wallhouse",1,1
"11835","numerously",1,1
"11836","attended.law",1,1
"11837","scotland.–the",1,1
"11838","prizes",1,1
"11839","bell",1,1
"11840","examinations",1,1
"11841","awarded",2,2
"11842","neish",1,1
"11843","spence",3,2
"11844","broughton",2,2
"11845","m'naughton",1,1
"11846","junior.kilwinning",1,1
"11847","presbytery",19,3
"11848","kilmarnock",2,2
"11849","kilwinning",2,1
"11850","macgregor",2,1
"11851","pastoral",2,1
"11852","henderson",1,1
"11853","dalry",1,1
"11854","preached",2,2
"11855","cairns",1,1
"11856","stewarton",1,1
"11857","ronald",1,1
"11858","saltcoats",1,1
"11859","tait",1,1
"11860","barrhead",4,2
"11861","prosper",1,1
"11862","talented",1,1
"11863","minister.presentation",1,1
"11864","plate.–mr",1,1
"11865","uttoxeter",2,1
"11866","staffordshire",1,1
"11867","proprietors",5,3
"11868","inscription",2,2
"11869","services–march",1,1
"11870","banking",1,1
"11871","parochial",2,2
"11872","grosse",1,1
"11873","ewing",3,2
"11874","saved–the",1,1
"11875","barque",1,1
"11876","saved–and",1,1
"11877","nathaniel",1,1
"11878","graham",3,2
"11879","lost.from",1,1
"11880","ood",1,1
"11881","risk.ulster",1,1
"11882","railway.–length",1,1
"11883","armagh",1,1
"11884","steepest",2,1
"11885","gradient",2,1
"11886","tunnels",2,1
"11887","length.east",1,1
"11888","railway.–we",1,1
"11889","dunbar",1,1
"11890","tranent",1,1
"11891","page",1,1
"11892","uniformity",1,1
"11893","increased.dundee",1,1
"11894","arbroath",1,1
"11895","railway.–the",1,1
"11896","committee's",1,1
"11897","abstract",2,2
"11898","furlongs",1,1
"11899","shareholders",2,2
"11900","locally",1,1
"11901","planes",1,1
"11902","differs",1,1
"11903","acts.–it",1,1
"11904","votes",1,1
"11905","exempted",1,1
"11906","coaches",1,1
"11907","chaises",1,1
"11908","gigs",1,1
"11909","saddle",1,1
"11910","occupiers",2,1
"11911","exemptions",1,1
"11912","heritors",3,2
"11913","follow.–east",1,1
"11914","correspondent.leith",1,1
"11915","last–john",1,1
"11916","honorary",1,1
"11917","bearers",1,1
"11918","countenance",1,1
"11919","influential",5,4
"11920","state.hay",1,1
"11921","straw.–in",1,1
"11922","straw",2,1
"11923","quoted",1,1
"11924","allegation",1,1
"11925","regatta",1,1
"11926","cornet",1,1
"11927","field.heriot's",1,1
"11928","hospital.–at",1,1
"11929","heriot's",2,1
"11930","trotter",1,1
"11931","unanimous",2,2
"11932","councillor",3,2
"11933","gillespie",2,2
"11934","gratuitously",1,1
"11935","architect",2,2
"11936","half-yearly",3,2
"11937","classed",1,1
"11938","widow's",1,1
"11939","heriot",1,1
"11940","fatherless",1,1
"11941","burgesses",1,1
"11942","freemen",1,1
"11943","charity–hence",1,1
"11944","necessitous",2,2
"11945","filling",1,1
"11946","economy.–on",1,1
"11947","lectures",3,1
"11948","elder",3,1
"11949","acclamation",1,1
"11950","lecturer",1,1
"11951","self-elected",1,1
"11952","plate.it",1,1
"11953","grieve",1,1
"11954","newington",1,1
"11955","cottage",1,1
"11956","regretted.rare",1,1
"11957","sights",2,1
"11958","london.–a",1,1
"11959","voyaged",1,1
"11960","jaunt",1,1
"11961","steamers",1,1
"11962","tourist",1,1
"11963","theological",1,1
"11964","beasts",1,1
"11965","in't!the",1,1
"11966","theatre.–mr",1,1
"11967","kean",3,1
"11968","evening–an",1,1
"11969","longest",1,1
"11970","crowding",1,1
"11971","engagement–a",1,1
"11972","shakespeare's",1,1
"11973","hamlet",1,1
"11974","macbeth",1,1
"11975","othello",1,1
"11976","shylock",1,1
"11977","investing",2,2
"11978","exciting",4,4
"11979","versatility",1,1
"11980","individuality",1,1
"11981","strenuously",1,1
"11982","successfully",1,1
"11983","audience",1,1
"11984","wreaths",1,1
"11985","address:–ladies",1,1
"11986","gentlemen–i",1,1
"11987","whichever",1,1
"11988","pilgrimage",1,1
"11989","recur",1,1
"11990","fondly",1,1
"11991","threshold",1,1
"11992","pronounce",2,2
"11993","farewell",2,2
"11994","plaudits",1,1
"11995","performances",2,2
"11996","honey",2,2
"11997","haymarket",1,1
"11998","first.on",1,1
"11999","moxey",1,1
"12000","menzie's",1,1
"12001","harmonious",1,1
"12002","moxey.qualifications",1,1
"12003","elders.–the",1,1
"12004","cupar",2,2
"12005","walter",3,2
"12006","malcolm",6,3
"12007","factor",2,2
"12008","mugdrum",1,1
"12009","heritor",1,1
"12010","newburgh",1,1
"12011","protest",1,1
"12012","domicile",1,1
"12013","officiating",1,1
"12014","protesters",1,1
"12015","allowing",1,1
"12016","elders",1,1
"12017","vacate",1,1
"12018","intimation",1,1
"12019","m'gill",1,1
"12020","elders-elect",1,1
"12021","amusing",2,2
"12022","leven's",1,1
"12023","devotion",1,1
"12024","clerical",3,2
"12025","candour",1,1
"12026","respect.the",1,1
"12027","andrews",1,1
"12028","divinity",1,1
"12029","paxton",2,1
"12030","bestowing",2,2
"12031","ministrations",1,1
"12032","church-going",1,1
"12033","glowing",2,2
"12034","eloquence",2,2
"12035","pious",1,1
"12036","characterised",1,1
"12037","impressive",1,1
"12038","teachers",1,1
"12039","theology",1,1
"12040","synod",2,1
"12041","scriptures",1,1
"12042","unwearied",1,1
"12043","research",1,1
"12044","usages",9,9
"12045","ancients",1,1
"12046","illustrations",1,1
"12047","scripture–will",1,1
"12048","investigations",1,1
"12049","lucid",1,1
"12050","composition",1,1
"12051","paxton's",1,1
"12052","tennant.public",1,1
"12053","dick.–on",1,1
"12054","veterinary",3,1
"12055","surgeons",1,1
"12056","dick",4,2
"12057","lambert",1,1
"12058","croupier",3,2
"12059","stewards",3,1
"12060","pyper",1,1
"12061","craigs",1,1
"12062","laing",1,1
"12063","dunkenny",1,1
"12064","wordsworth",1,1
"12065","w.s",1,1
"12066","rennie",1,1
"12067","lizars",1,1
"12068","drs",2,2
"12069","spittal",1,1
"12070","knox",1,1
"12071","aitken",1,1
"12072","murdoch",1,1
"12073","coldoch",1,1
"12074","blackwood",1,1
"12075","oggs",1,1
"12076","toasts",5,2
"12077","toast",2,2
"12078","patrons",1,1
"12079","conviviality",1,1
"12080","hour.royal",1,1
"12081","infirmary–we",1,1
"12082","deducting",1,1
"12083","extertions",1,1
"12084","indigence",1,1
"12085","singapore",1,1
"12086","mangles",1,1
"12087","torres",2,1
"12088","murray's",1,1
"12089","long-missing",1,1
"12090","eaton",2,1
"12091","ironworks",1,1
"12092","novo",1,1
"12093","jobbed",1,1
"12094","correspondent.)our",1,1
"12095","indifferently",2,2
"12096","improvementit",1,1
"12097","mismanaged",1,1
"12098","trusts",2,2
"12099","temptation",1,1
"12100","ave",1,1
"12101","advertisements",1,1
"12102","makers",1,1
"12103","sweepings",1,1
"12104","crammed",1,1
"12105","jobbing",2,1
"12106","happen",9,9
"12107","shipowners",1,1
"12108","overcomes",1,1
"12109","obstructs",1,1
"12110","attainment",1,1
"12111","ailment",1,1
"12112","rulrs",1,1
"12113","thwarted",1,1
"12114","harpies",1,1
"12115","leeches",1,1
"12116","devour",1,1
"12117","suck",1,1
"12118","platter",1,1
"12119","sharpen",1,1
"12120","it.as",1,1
"12121","detailing",1,1
"12122","shuttlecock",1,1
"12123","battledore",1,1
"12124","office.if",1,1
"12125","inhuman",3,3
"12126","placard",1,1
"12127","postmasters",1,1
"12128","post-offices",1,1
"12129","circulate",1,1
"12130","irrevocable",1,1
"12131","prostitution",1,1
"12132","calss",1,1
"12133","old.mr",1,1
"12134","wakley",1,1
"12135","notions",1,1
"12136","paragraphs",1,1
"12137","country–actually",1,1
"12138","youn",1,1
"12139","authority–that",1,1
"12140","dates",1,1
"12141","meployment",1,1
"12142","int",1,1
"12143","reserve.mr",1,1
"12144","lushington",1,1
"12145","proceedigs",1,1
"12146","gration",1,1
"12147","mainted",1,1
"12148","posible",1,1
"12149","committee–to",1,1
"12150","sin",1,1
"12151","sendng",1,1
"12152","colonies–of",1,1
"12153","duping",1,1
"12154","unprotected",2,2
"12155","relied",1,1
"12156","ments",2,2
"12157","documents.the",1,1
"12158","trade.the",1,1
"12159","evening.–the",1,1
"12160","averages",2,1
"12161","progress.the",1,1
"12162","bays",1,1
"12163","combining",1,1
"12164","growers",1,1
"12165","land.s",1,1
"12166","australiangood",1,1
"12167","grease",1,1
"12168","frist",1,1
"12169","realised",1,1
"12170","woo's.huddersfield",1,1
"12171","tuesday.–there",1,1
"12172","good.bradford",1,1
"12173","unabated",1,1
"12174","staplers",1,1
"12175","sales.rochdale",1,1
"12176","last.–low",1,1
"12177","rochdale",1,1
"12178","considerale",1,1
"12179","extent.york",1,1
"12180","attendance",1,1
"12181","week's",1,1
"12182","hog",3,2
"12183","ewe",2,1
"12184","cots",2,1
"12185","adverting",2,2
"12186","imparted",10,10
"12187","collectively",2,2
"12188","individually",1,1
"12189","conscientiously",2,2
"12190","ecourage",1,1
"12191","furher",1,1
"12192","uprotected",1,1
"12193","realtives",1,1
"12194","australia–on",2,2
"12195","adelaide",3,3
"12196","renwick",1,1
"12197","couples",1,1
"12198","bachelors",0,0
"12199","spinsters",1,1
"12200","maturer",1,1
"12201","australiawe",1,1
"12202","spencer's",3,1
"12203","kangaroo",1,1
"12204","longitude",5,3
"12205","preferably",1,1
"12206","surveying",1,1
"12207","distinctive",1,1
"12208","positively",3,3
"12209","quasi",1,1
"12210","australasia",2,2
"12211","monopolised",1,1
"12212","termed",2,2
"12213","ridiculous",1,1
"12214","nationa",1,1
"12215","diemen-lander",1,1
"12216","south-wales-ian",1,1
"12217","river-ite",1,1
"12218","king-george's",1,1
"12219","soundian",1,1
"12220","holland.–the",1,1
"12221","despatched",3,3
"12222","geographical",2,2
"12223","australia.–an",1,1
"12224","sum–and",1,1
"12225","adults",1,1
"12226","clergyman",5,3
"12227","given–if",1,1
"12228","mid-lothian",1,1
"12229","skye",4,3
"12230","acommodate",1,1
"12231","emigrants.–the",1,1
"12232","midlothian",2,1
"12233","believw",1,1
"12234","appropriated",2,2
"12235","emigration–the",1,1
"12236","farm-servants",1,1
"12237","shepherds",2,2
"12238","multiplying",1,1
"12239","philip",6,5
"12240","zone",2,1
"12241","latitudes",1,1
"12242","torried",1,1
"12243","ago.though",1,1
"12244","unpromising",1,1
"12245","margin",1,1
"12246","capabale",1,1
"12247","mil",1,1
"12248","lions",1,1
"12249","contributing",1,1
"12250","hemisphere",4,4
"12251","correspondences",1,1
"12252","transferring",1,1
"12253","subjest",1,1
"12254","inference",1,1
"12255","improvident",1,1
"12256","duced",1,1
"12257","deteriorated",1,1
"12258","fraction",1,1
"12259","ninety-two",1,1
"12260","station.in",1,1
"12261","fluctua",1,1
"12262","addingthe",1,1
"12263","discrepancy",1,1
"12264","agent-general",2,1
"12265","comprehends",1,1
"12266","returned.the",1,1
"12267","years.annual",1,1
"12268","net",1,1
"12269","commerce.the",1,1
"12270","increment",1,1
"12271","independently",1,1
"12272","mortals",1,1
"12273","railroads",1,1
"12274","alleganies",1,1
"12275","absorb",1,1
"12276","finger",1,1
"12277","inventions",1,1
"12278","annihilate",1,1
"12279","juxtaposition",1,1
"12280","overpeopled.from",1,1
"12281","almanac",1,1
"12282","was–from",1,1
"12283","texas",1,1
"12284","celeris",1,1
"12285","paribus",1,1
"12286","sardinia",1,1
"12287","naples",1,1
"12288","papal",1,1
"12289","sends",2,1
"12290","nuisance",1,1
"12291","buchanan's",4,3
"12292","key",2,2
"12293","aldermen",1,1
"12294","almshouses",2,1
"12295","aliens",1,1
"12296","crowds",1,1
"12297","clustering",1,1
"12298","unaccustomed",1,1
"12299","rainment",1,1
"12300","australia.–several",1,1
"12301","souther",2,2
"12302","packet-ship",1,1
"12303","orleana",1,1
"12304","amount.general",0,0
"12305","flinter.–we",1,1
"12306","flinter",2,1
"12307","suicide",1,1
"12308","government.–morning",1,1
"12309","jects.–the",1,1
"12310","refers",1,1
"12311","arrests",1,1
"12312","accuses",1,1
"12313","stimulating",2,2
"12314","revolt",2,2
"12315","conciliate",1,1
"12316","separatists",1,1
"12317","pomerania",1,1
"12318","assemblyon",1,1
"12319","tolbooth",1,1
"12320","church–dr",1,1
"12321","moderator",6,1
"12322","chair.the",1,1
"12323","recalled",1,1
"12324","glenelg",4,1
"12325","disavowing",1,1
"12326","blaming",1,1
"12327","satisfaction.the",1,1
"12328","approving",1,1
"12329","laymen",1,1
"12330","discontinued",1,1
"12331","ecclesiastical",2,1
"12332","defied",1,1
"12333","authority.on",1,1
"12334","re-appoint",1,1
"12335","country.case",1,1
"12336","isles.–the",1,1
"12337","lobby",1,1
"12338","sederunt",2,1
"12339","gardner",1,1
"12340","to–that",1,1
"12341","hearsay",1,1
"12342","inadmissable",0,0
"12343","vestibule",1,1
"12344","attempting",3,3
"12345","ministry",1,1
"12346","deposition",1,1
"12347","vacant.–the",1,1
"12348","deposition.case",1,1
"12349","lethendy.–in",1,1
"12350","procurator",1,1
"12351","presentee",3,2
"12352","lethendy",1,1
"12353","dunkeld",3,2
"12354","kessen",1,1
"12355","inducted",1,1
"12356","interdicts",1,1
"12357","authorize",1,1
"12358","itself.mr",1,1
"12359","commendation",1,1
"12360","procurator's",1,1
"12361","practically",1,1
"12362","rightful",1,1
"12363","church.dr",1,1
"12364","bryce",2,1
"12365","unprepared",1,1
"12366","concur",1,1
"12367","bridges",4,1
"12368","bidding",1,1
"12369","trampling",1,1
"12370","punishment.–mr",1,1
"12371","dunkeld.mr",1,1
"12372","makgill",1,1
"12373","bishops",1,1
"12374","emphatically",1,1
"12375","upholding",1,1
"12376","share.mr",1,1
"12377","waive",1,1
"12378","intimating",1,1
"12379","incompetent",1,1
"12380","inexpedient",1,1
"12381","resolution.commemoration",1,1
"12382","centenary",2,1
"12383","glasgow.–in",1,1
"12384","founder",1,1
"12385","liverties",1,1
"12386","thanksgiving",1,1
"12387","almighty",1,1
"12388","zion.at",1,1
"12389","devotional",1,1
"12390","exercises",1,1
"12391","lee",2,2
"12392","succession.the",1,1
"12393","ship.–the",1,1
"12394","fejees",1,1
"12395","groups",3,3
"12396","wyndham",1,1
"12397","egremont.–morning",1,1
"12398","zealand.–a",1,1
"12399","tory",1,1
"12400","dejeuner",1,1
"12401","petre",2,2
"12402","daryanthus",1,1
"12403","excelsa–this",1,1
"12404","hothouses",1,1
"12405","collections–this",1,1
"12406","atholl",1,1
"12407","seapus",1,1
"12408","heigh",1,1
"12409","diverge",1,1
"12410","crimson",9,9
"12411","pink",1,1
"12412","outer",0,0
"12413","petals",1,1
"12414","crinum",1,1
"12415","amabile",1,1
"12416","green-houseplants.–dunkeld",1,1
"12417","may.by",1,1
"12418","presenter",1,1
"12419","deputy.on",1,1
"12420","kendal",1,1
"12421","preacher",1,1
"12422","mungo",1,1
"12423","orr",1,1
"12424","sea.–we",1,1
"12425","palmyra",2,2
"12426","bulwark",1,1
"12427","dismantled",1,1
"12428","towed",1,1
"12429","re-sailing",1,1
"12430","rae",1,1
"12431","colonisation",1,1
"12432","lloyds",1,1
"12433","london.–stirling",1,1
"12434","dublin.–one",1,1
"12435","monitor",1,1
"12436","rotunda",1,1
"12437","speakers",3,3
"12438","applauses",1,1
"12439","identified",1,1
"12440","superb",2,2
"12441","shannon",1,1
"12442","adamson",2,2
"12443","shot.–on",1,1
"12444","deliverate",1,1
"12445","palce",1,1
"12446","pocked",1,1
"12447","pistol",1,1
"12448","assailant",1,1
"12449","behaving",1,1
"12450","intrusting",1,1
"12451","recorded.–ibid",1,1
"12452","accompanies",2,2
"12453","officiate",1,1
"12454","clude",1,1
"12455","strictest",1,1
"12456","passengers.–new",1,1
"12457","poetrythe",1,1
"12458","woodland",13,1
"12459","nicoll.the",1,1
"12460","wilt",1,1
"12461","squirrel",1,1
"12462","perchen",1,1
"12463","oaken",1,1
"12464","tree",5,3
"12465","fern",1,1
"12466","doth",2,1
"12467","dew",1,1
"12468","wander",3,1
"12469","kiss",1,1
"12470","leaflets",1,1
"12471","peeps",1,1
"12472","nooks",1,1
"12473","dun",1,1
"12474","roam",1,1
"12475","song-birds",1,1
"12476","turf",2,2
"12477","shorn",8,8
"12478","fairy",2,1
"12479","daylight",1,1
"12480","dim",1,1
"12481","cushat's",1,1
"12482","coo",1,1
"12483","hermit's",1,1
"12484","hymn",1,1
"12485","care-worn",1,1
"12486","self-beguiled",1,1
"12487","woes",2,2
"12488","hazels",1,1
"12489","ladye-broom",1,1
"12490","god-built",1,1
"12491","patches",1,1
"12492","aye",2,1
"12493","gladden",1,1
"12494","nature's",1,1
"12495","stream–that",1,1
"12496","prattling",1,1
"12497","wanders",1,1
"12498","thy",2,1
"12499","woodlands",1,1
"12500","parth",1,1
"12501","woo",1,1
"12502","cup",1,1
"12503","omnipotence",1,1
"12504","scents",1,1
"12505","bowers",2,1
"12506","woodlan",2,1
"12507","dreamed",2,2
"12508","beauteous",1,1
"12509","tis",2,1
"12510","linnet's",1,1
"12511","fairies",1,1
"12512","wondrous",1,1
"12513","hermitage",1,1
"12514","reared",1,1
"12515","wold",1,1
"12516","crystal",1,1
"12517","springlet",1,1
"12518","pilgrim",1,1
"12519","stories",1,1
"12520","sunlight",2,1
"12521","olden",1,1
"12522","glories",1,1
"12523","hood",1,1
"12524","bowmen",1,1
"12525","raids",1,1
"12526","tales",1,1
"12527","prime",1,1
"12528","forever",1,1
"12529","piled",1,1
"12530","grassy",1,1
"12531","glades",1,1
"12532","wild!–make",1,1
"12533","haste.–make",1,1
"12534","haste",1,1
"12535","gladness",2,1
"12536","gushing",1,1
"12537","gleam",1,1
"12538","paths",1,1
"12539","pluck",1,1
"12540","warns",1,1
"12541","tail's",1,1
"12542","magazinesong",1,1
"12543","steer",2,1
"12544","helmsman",1,1
"12545","stars",1,1
"12546","realm–one",1,1
"12547","england's",1,1
"12548","shine",2,2
"12549","cheer",7,1
"12550","we'll",5,1
"12551","we've",2,1
"12552","smiling",2,1
"12553","importune",1,1
"12554","sow",1,1
"12555","plenty's",1,1
"12556","seeds",1,1
"12557","prune",1,1
"12558","chorus–cheer",3,1
"12559","uncheered",1,1
"12560","seclusion's",1,1
"12561","wildest",1,1
"12562","lowing",1,1
"12563","tinkling",1,1
"12564","folds",1,1
"12565","rubies",1,1
"12566","blush",1,1
"12567","vineyards",1,1
"12568","girt",2,2
"12569","gush",1,1
"12570","amalthea's",1,1
"12571","britannia's",1,1
"12572","veins",1,1
"12573","girdle",1,1
"12574","ariel's",1,1
"12575","magic",1,1
"12576","leiththursday",1,1
"12577","indus",2,1
"12578","broadfoot",1,1
"12579","professions",1,1
"12580","australia.on",1,1
"12581","deck",2,2
"12582","steam-ship",1,1
"12583","thighbone",1,1
"12584","bruised",1,1
"12585","dispensary",1,1
"12586","injuries",1,1
"12587","wales.–dr",1,1
"12588","convener",1,1
"12589","dissensions",1,1
"12590","recomitted",1,1
"12591","committee.–this",1,1
"12592","destitution.–some",1,1
"12593","sick-bed",1,1
"12594","temporarily",1,1
"12595","crippled",1,1
